Fixture Group,Fixture Date,Home Team,Away Team,First Name,Last Name,Team,Stat Desc,Stat Value,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[DEN],EW,Ontario Outliers (ONO),Assists,2.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BFY],systo_bfy,Bangor Yetis (BFY),Assists,0.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[SCS],MDub,Ontario Outliers (ONO),Assists,1.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BFY],shudder_bfy,Bangor Yetis (BFY),Assists,2.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BOS],Kacktus,Bangor Yetis (BFY),Assists,0.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BKLN],qslvr,Ontario Outliers (ONO),Goals,3.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[DEN],EW,Ontario Outliers (ONO),Goals,0.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BOS],Kacktus,Bangor Yetis (BFY),Goals,5.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[SCS],MDub,Ontario Outliers (ONO),Goals,3.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BFY],systo_bfy,Bangor Yetis (BFY),Goals,0.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BFY],shudder_bfy,Bangor Yetis (BFY),Goals,0.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BOS],Kacktus,Bangor Yetis (BFY),Saves,1.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[DEN],EW,Ontario Outliers (ONO),Saves,2.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[SCS],MDub,Ontario Outliers (ONO),Saves,1.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BFY],shudder_bfy,Bangor Yetis (BFY),Saves,4.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BKLN],qslvr,Ontario Outliers (ONO),Saves,1.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BFY],systo_bfy,Bangor Yetis (BFY),Saves,5.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BKLN],qslvr,Ontario Outliers (ONO),Shots,7.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[DEN],EW,Ontario Outliers (ONO),Shots,1.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BFY],systo_bfy,Bangor Yetis (BFY),Shots,0.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BOS],Kacktus,Bangor Yetis (BFY),Shots,8.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[SCS],MDub,Ontario Outliers (ONO),Shots,8.00,
Intermediate Division,Wed 06 May 2020 09:45 PM,Ontario Outliers (ONO),Bangor Yetis (BFY),[BFY],shudder_bfy,Bangor Yetis (BFY),Shots,0.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[POP],TheC0ckyWalrus,Richmond Rats (RR),Assists,1.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[SCS],SooperDooperKyle,Richmond Rats (RR),Assists,3.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[COW],Kspyre,Richmond Rats (RR),Assists,2.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[DCU],dave,Ireland Pepe Tactics (IPT),Assists,1.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[MIA],kyler,Ireland Pepe Tactics (IPT),Assists,4.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[COW],Timmy,Ireland Pepe Tactics (IPT),Assists,1.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[COW],Timmy,Ireland Pepe Tactics (IPT),Goals,0.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[POP],TheC0ckyWalrus,Richmond Rats (RR),Goals,3.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[COW],Kspyre,Richmond Rats (RR),Goals,2.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[SCS],SooperDooperKyle,Richmond Rats (RR),Goals,1.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[MIA],kyler,Ireland Pepe Tactics (IPT),Goals,4.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[DCU],dave,Ireland Pepe Tactics (IPT),Goals,5.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[DCU],dave,Ireland Pepe Tactics (IPT),Saves,0.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[COW],Timmy,Ireland Pepe Tactics (IPT),Saves,5.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[SCS],SooperDooperKyle,Richmond Rats (RR),Saves,1.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[COW],Kspyre,Richmond Rats (RR),Saves,1.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[POP],TheC0ckyWalrus,Richmond Rats (RR),Saves,0.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[MIA],kyler,Ireland Pepe Tactics (IPT),Saves,2.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[DCU],dave,Ireland Pepe Tactics (IPT),Shots,6.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[POP],TheC0ckyWalrus,Richmond Rats (RR),Shots,9.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[SCS],SooperDooperKyle,Richmond Rats (RR),Shots,2.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[COW],Kspyre,Richmond Rats (RR),Shots,2.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[MIA],kyler,Ireland Pepe Tactics (IPT),Shots,5.00,
Pro Division,Wed 06 May 2020 10:00 PM,Richmond Rats (RR),Ireland Pepe Tactics (IPT),[COW],Timmy,Ireland Pepe Tactics (IPT),Shots,0.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[MAL],toker,Drumbo Cows (old) (COWS),Assists,0.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[DEN],EW,Ontario Outliers (ONO),Assists,1.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[BKLN],qslvr,Ontario Outliers (ONO),Assists,2.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[CLP],LemonBond,Drumbo Cows (old) (COWS),Assists,0.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[SCS],MDub,Ontario Outliers (ONO),Assists,5.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[MKY],A Rambome Player,Drumbo Cows (old) (COWS),Assists,0.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[DEN],EW,Ontario Outliers (ONO),Goals,4.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[CLP],LemonBond,Drumbo Cows (old) (COWS),Goals,1.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[SCS],MDub,Ontario Outliers (ONO),Goals,2.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[MKY],A Rambome Player,Drumbo Cows (old) (COWS),Goals,0.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[MAL],toker,Drumbo Cows (old) (COWS),Goals,0.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[BKLN],qslvr,Ontario Outliers (ONO),Goals,4.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[MKY],A Rambome Player,Drumbo Cows (old) (COWS),Saves,3.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[MAL],toker,Drumbo Cows (old) (COWS),Saves,3.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[CLP],LemonBond,Drumbo Cows (old) (COWS),Saves,0.00,
Intermediate Division,Wed 06 May 2020 10:30 PM,Drumbo Cows (old) (COWS),Ontario Outliers (ONO),[SCS],MDub,Ontario Outliers (ONO),Saves,3.00,
